Date;Buy;Sell;Sum_pos;Res;Count;Cent;Mean Price
01.05.2019;['AMGN', 'FANG'];['ROKU', 'XLNX'];466.49;1.4899999999999949;4;0.0031940663251087804;116.6225
02.05.2019;['EL', 'OKTA', 'PSX', 'ROKU', 'TWLO', 'V'];['HD', 'MSFT', 'TGT'];1118.86;4.660000000000018;9;0.004164953613499472;124.31777777777776
03.05.2019;['ACN', 'CAT', 'SPOT'];['CAT', 'ROKU', 'SPOT', 'TTD', 'TWLO', 'XLNX'];989.4200000000001;-9.760000000000005;9;-0.00986436498150432;109.93555555555557
07.05.2019;['WYNN'];['DIS', 'ROKU', 'TWLO'];474.31000000000006;3.1199999999999903;4;0.0065779764289177756;118.57750000000001
