Date;Buy;Sell;Sum_pos;Res;Count;Cent;Mean Price
01.05.2019;['AMGN', 'FANG', 'SHOP', 'YUM'];['NVDA', 'ROKU', 'XLNX'];993.95;6.88000000000001;7;0.0069218773580160065;141.99285714285716
02.05.2019;['EL', 'MMM', 'ROKU', 'TWLO'];[];544.6;6.729999999999983;4;0.012357693720161555;136.15
03.05.2019;['ACN'];['ROKU', 'TTD', 'TWLO', 'XLNX'];720.53;-3.42000000000003;5;-0.004746506044161978;144.106
07.05.2019;['MA', 'UNH', 'WYNN'];['DIS', 'ROKU', 'TWLO'];960.77;-0.23000000000000398;6;-0.00023939132154418224;160.12833333333333
