Date;Buy;Sell;Sum_pos;Res;Count;Cent;Mean Price
01.05.2019;['FANG'];['XLNX'];226.69;0.04000000000000625;2;0.0001764524240152025;113.345
02.05.2019;['EL', 'ROKU'];[];232.32000000000002;2.319999999999986;2;0.009986225895316744;116.16000000000001
03.05.2019;['ACN'];['CAT', 'TTD', 'TWLO', 'XLNX'];791.8499999999999;-6.140000000000029;5;-0.007753993811959373;158.36999999999998
07.05.2019;['WYNN'];[];139.73;-4.030000000000001;1;-0.02884133686395192;139.73
